type,text
ham,Hi. || Do u want | to join me with sts later? ...
ham,Its on in engalnd! But telly has decided it wo...
spam,FREE NOKIA Or Motorola with upto 12mths 1/2pri...
ham,I dont want to hear philosophy. Just say what ...
ham,You got job in wipro:)you will get every thing...
ham,Then cant get da laptop? My matric card wif ¨¹...
ham,Dunno da next show aft 6 is 850. Toa payoh got...
spam,This is the 2nd time we have tried 2 contact u...
ham,I just made some payments so dont have that mu...
ham,They did't play one day last year know even th...
ham,K.:)you are the only girl waiting in reception...
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED ..."
ham,I hate when she does this. She turns what shou...
ham,"Sir, i am waiting for your call."
ham,What's up. Do you want me to come online?
ham,"It could work, we'll reach a consensus at the ..."
ham,Aiyah then i wait lor. Then u entertain me. He...
ham,The last thing i ever wanted to do was hurt yo...
ham,I'll let you know when it kicks in
ham,You call him now ok i said call him
ham,Call to the number which is available in appoi...
ham,Or ¨¹ go buy wif him then i meet ¨¹ later can?
ham,Mmmm ... Fuck ... Not fair ! You know my weakn...
ham,Today my system sh get ready.all is well and i...
ham,Mom wants to know where you at
ham,"Aight, I'll text you when I'm back"
ham,Dont know supports ass and srt i thnk. I think...
ham,Oh ok i didnt know what you meant. Yep i am ba...
spam,You have WON a guaranteed ?1000 cash or a ?200...
spam,Would you like to see my XXX pics they are so ...
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vo...
ham,Watching tv now. I got new job :)
ham,This pen thing is beyond a joke. Wont a Biro d...
ham,I AM AT A PARTY WITH ALEX NICHOLS
spam,U have a secret admirer who is looking 2 make ...
ham,Just seeing your missed call my dear brother. ...
ham,Ok.. ? finishing soon?
ham,"Sorry, I can't help you on this."
ham,"Come to me, slave. Your doing it again ... Goi..."
ham,I love your ass! Do you enjoy doggy style? :)
ham,I think asking for a gym is the excuse for laz...
spam,Dear 0776xxxxxxx U've been invited to XCHAT. T...
spam,Urgent! Please call 09061743811 from landline....
ham,No. On the way home. So if not for the long dr...
ham,I gotta collect da car at 6 lei.
ham,Ok but knackered. Just came home and went to s...
ham,Probably earlier than that if the station's wh...
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIV...
ham,Good Morning plz call me sir
spam,"FreeMsg Hey U, i just got 1 of these video/pic..."
ham,"Uh, heads up we don't have THAT much left"
ham,I tot u outside cos darren say u come shopping...
ham,"Aight, sounds good. When do you want me to com..."
ham,Wat would u like 4 ur birthday?
ham,I love working from home :)
ham,And miss vday the parachute and double coins??...
ham,"Sorry, I'll call later"
ham,My sister got placed in birla soft da:-)
spam,Free entry in 2 a weekly comp for a chance to ...
ham,Wah... Okie okie... Muz make use of e unlimite...
ham,"There're some people by mu, I'm at the table b..."
ham,And stop being an old man. You get to build sn...
ham,ELLO BABE U OK?
ham,Hello beautiful r u ok? I've kinda ad a row wi...
ham,Then u going ikea str aft dat?
ham,Becoz its &lt;#&gt; jan whn al the post ofic...
ham,Lol grr my mom is taking forever with my presc...
ham,For real tho this sucks. I can't even cook my ...
ham,You want to go?
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 j...
ham,Its not that time of the month nor mid of the ...
ham,Fffff. Can you text kadeem or are you too far ...
ham,We not leaving yet. Ok lor then we go elsewher...
ham,Is fujitsu s series lifebook good?
ham,Yar i wanted 2 scold u yest but late already.....
ham,Dont know you bring some food
ham,No current and food here. I am alone also
ham,I'll be in sch fr 4-6... I dun haf da book in ...
ham,Hello. They are going to the village pub at 8 ...
ham,Ok
ham,We don call like &lt;#&gt; times oh. No give...
ham,Dont give a monkeys wot they think and i certa...
ham,Omg it could snow here tonite!
spam,Call from 08702490080 - tells u 2 call 0906635...
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win...
ham,Carry on not disturbing both of you
ham,What pa tell me.. I went to bath:-)
ham,Jus finished avatar nigro
ham,R u over scratching it?
ham,Hope you are having a great day.
ham,Did either of you have any idea's? Do you know...
ham,"My planning usually stops at ""find hella weed,..."
ham,The fact that you're cleaning shows you know w...
ham,Excellent! Are you ready to moan and scream in...
spam,More people are dogging in your area now. Call...
ham,Dude avatar 3d was imp. At one point i thought...
spam,WELL DONE! Your 4* Costa Del Sol Holiday or ?5...
ham,K...k:)why cant you come here and search job:)
ham,I got lousy sleep. I kept waking up every 2 ho...
ham,"Yeah, I'll leave in a couple minutes &amp; let..."
ham,Can ¨¹ call me at 10:10 to make sure dat i've ...
ham,Hey we can go jazz power yoga hip hop kb and y...
ham,The battery is for mr adewale my uncle. Aka Egbon
ham,I cant pick the phone right now. Pls send a me...
ham,Wait 2 min..stand at bus stop
ham,Oh ic. I thought you meant mary jane.
ham,Haha... Really oh no... How? Then will they de...
ham,Nah im goin 2 the wrks with j wot bout u?
ham,Then just eat a shit and wait for ur monkey fa...
ham,Good night. Am going to sleep.
ham,"Aight I'll grab something to eat too, text me ..."
ham,K...k:)why cant you come here and search job:)
ham,Take something for pain. If it moves however t...
ham,"Lol ... Oh no babe, I wont be sliding into you..."
ham,Howz that persons story
spam,Guess what! Somebody you know secretly fancies...
ham,LOL that would be awesome payback.
spam,it to 80488. Your 500 free text messages are v...
ham,Yes :)it completely in out of form:)clark also...
ham,Honeybee Said: *I'm d Sweetest in d World* God...
ham,Thanks. It was only from tescos but quite nice...
ham,What's a feathery bowa? Is that something guys...
ham,Even i cant close my eyes you are in me our va...
ham,2 laptop... I noe infra but too slow lar... I ...
spam,You have won a guaranteed ?200 award or even ?...
ham,Nvm it's ok...
ham,Enjoy ur life. . Good night
ham,Yes but can we meet in town cos will go to gep...
ham,I had askd u a question some hours before. Its...
ham,Thats cool. Where should i cum? On you or in y...
ham,Delhi and chennai still silent.
ham,Lol alright i was thinkin that too haha
spam,Reply to win ?100 weekly! Where will the 2006 ...
ham,No I'm in the same boat. Still here at my moms...
ham,Shhhhh nobody is supposed to know!
ham,"Sorry, I'll call later"
ham,"Sorry, I'll call later in meeting any thing re..."
ham,Hey i will be late... i'm at amk. Need to drin...
ham,I wnt to buy a BMW car urgently..its vry urgen...
spam,Urgent! Please call 09061743810 from landline....
ham,The length is e same but e top shorter n i got...
ham,S..antha num corrct dane
ham,No calls..messages..missed calls
ham,"Sorry, I'll call later"
ham,The basket's gettin full so I might be by tonight
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY...
ham,No other Valentines huh? The proof is on your ...
spam,Free tones Hope you enjoyed your new content. ...
ham,Eh den sat u book e kb liao huh...
ham,Have you been practising your curtsey?
ham,Shall i come to get pickle
ham,Lol boo I was hoping for a laugh
ham,"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED..."
ham,"Well, I have to leave for my class babe ... Yo..."
ham,LMAO where's your fish memory when I need it?
ham,But i'll b going 2 sch on mon. My sis need 2 t...
ham,Idea will soon get converted to live:)
spam,TheMob>Yo yo yo-Here comes a new selection of ...
ham,S....s...india going to draw the series after ...
ham,"Goodmorning, today i am late for &lt;DECIMAL&..."
ham,Can't take any major roles in community outrea...
ham,Shopping lor. Them raining mah hard 2 leave or...
ham,Hi here. have birth at on the to at 8lb 7oz....
ham,See the forwarding message for proof
ham,I can't keep going through this. It was never ...
ham,Dunno lei... I thk mum lazy to go out... I nev...
ham,Do whatever you want. You know what the rules ...
ham,Beautiful Truth against Gravity.. Read careful...
spam,Great News! Call FREEFONE 08006344447 to claim...
ham,Ambrith..madurai..met u in arun dha marrge..re...
ham,Just re read it and I have no shame but tell m...
ham,"Princess, is your kitty shaved or natural?"
ham,"Better than bb. If he wont use it, his wife wi..."
ham,Ya it came a while ago
ham,From tomorrow onwards eve 6 to 3 work.
ham,Anything lor but toa payoh got place 2 walk me...
ham,"I don't have anybody's number, I still haven't..."
spam,U can WIN ?100 of Music Gift Vouchers every we...
ham,Is there any movie theatre i can go to and wat...
ham,U having lunch alone? I now so bored...
ham,"Yes obviously, but you are the eggs-pert and t..."
ham,"Nah man, my car is meant to be crammed full of..."
ham,No got new job at bar in airport on satsgettin...
ham,Kallis is ready for bat in 2nd innings
ham,Thanx but my birthday is over already.
ham,"Ugh y can't u just apologize, admit u were wro..."
ham,"I noe la... U wana pei bf oso rite... K lor, o..."
ham,"Yes, i'm small kid.. And boost is the secret o..."
ham,IM GONNA MISS U SO MUCH
ham,Is avatar supposed to have subtoitles
ham,Simply sitting and watching match in office..
ham,You can jot down things you want to remember l...
ham,Oh sorry please its over
ham,Hey are we going for the lo lesson or gym?
ham,Dont pack what you can buy at any store.like c...
ham,You always make things bigger than they are
ham,? dun wan to watch infernal affair?
ham,"Me not waking up until 4 in the afternoon, sup"
spam,4mths half price Orange line rental & latest c...
ham,I can send you a pic if you like :)
ham,Okay... I booked all already... Including the ...
ham,"Aight fuck it, I'll get it later"
ham,No de. But call me after some time. Ill tell y...
ham,So dont use hook up any how
ham,How much is blackberry bold2 in nigeria.
ham,Hi where you. You in home or calicut?
ham,Hey darlin.. i can pick u up at college if u t...
spam,Call 09094100151 to use ur mins! Calls cast 10...
ham,Oh... I was thkin of goin yogasana at 10 den n...
ham,Y so late but i need to go n get da laptop...
ham,"Sir, I am waiting for your mail."
ham,.Please charge my mobile when you get up in mo...
ham,"Nothing, i got msg frm tht unknown no.."
ham,Ugh fuck it I'm resubbing to eve
ham,He didn't see his shadow. We get an early spri...
ham,I did. One slice and one breadstick. Lol
ham,Hey ! I want you ! I crave you ! I miss you ! ...
ham,Is there any training tomorrow?
spam,"URGENT! Your mobile No *********** WON a ?2,00..."
ham,Pass dis to all ur contacts n see wat u get! R...
ham,Cos daddy arranging time c wat time fetch ¨¹ m...
ham,Then. You are eldest know.
ham,Who's there say hi to our drugdealer
ham,Its hard to believe things like this. All can ...
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 ..."
spam,Sexy Singles are waiting for you! Text your AG...
ham,Good night my dear.. Sleepwell&amp;Take care
ham,That is wondarfull song
spam,FreeMsg: Claim ur 250 SMS messages-Text OK to ...
ham,Yar lor actually we quite fast... Cos da ge sl...
ham,Must come later.. I normally bathe him in da a...
ham,"Trust me. Even if isn't there, its there."
ham,Hey hun-onbus goin 2 meet him. He wants 2go ou...
spam,85233 FREE>Ringtone!Reply REAL
ham,I can take you at like noon
ham,Where is it. Is there any opening for mca.
ham,I'm aight. Wat's happening on your side.
ham,I'm done oredi...
ham,"you are sweet as well, princess. Please tell m..."
ham,How are you. Wish you a great semester
ham,Moji i love you more than words. Have a rich day
ham,Dude how do you like the buff wind.
ham,"""alright babe, justthought i'd sayhey! how u d..."
spam,Well done ENGLAND! Get the official poly ringt...
ham,No i'm not. I can't give you everything you wa...
ham,S:-)kallis wont play in first two odi:-)
ham,Then get some cash together and I'll text jason
ham,"Oh, my love, it's soooo good to hear from you...."
spam,Final Chance! Claim ur ?150 worth of discount ...
spam,PRIVATE! Your 2004 Account Statement for 07742...
ham,"Probably, want to pick up more?"
ham,I'm done...
ham,Are you the cutest girl in the world or what
ham,"No dice, art class 6 thru 9 :( thanks though. ..."
spam,"SMS SERVICES. for your inclusive text credits,..."
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,I thk 530 lor. But dunno can get tickets a not...
ham,Audrie lousy autocorrect
ham,Its a site to simulate the test. It just gives...
ham,Anyway seriously hit me up when you're back be...
ham,I fetch yun or u fetch?
ham,Thank you. I like you as well...
ham,Hmmm ... And imagine after you've come home fr...
spam,FREE2DAY sexy St George's Day pic of Jordan!Tx...
ham,Lara said she can loan me &lt;#&gt; .
ham,Do we have any spare power supplies
ham,Yar he quite clever but aft many guesses lor. ...
spam,You are a winner you have been specially selec...
ham,"Yeah, don't go to bed, I'll be back before mid..."
spam,Sunshine Hols. To claim ur med holiday send a ...
ham,Well I wasn't available as I washob nobbing wi...
ham,"It's that time of the week again, ryan"
ham,Wish u many many returns of the day.. Happy bi...
spam,U can WIN ?100 of Music Gift Vouchers every we...
ham,I hope you know I'm still mad at you.
ham,"Argh my 3g is spotty, anyway the only thing I ..."
ham,In xam hall boy asked girl Tell me the startin...
ham,Do you know when the result.
spam,+123 Congratulations - in this week's competit...
ham,Beautiful Truth against Gravity.. Read careful...
ham,"Sorry im getting up now, feel really bad- tota..."
ham,You do got a shitload of diamonds though
ham,Tessy..pls do me a favor. Pls convey my birthd...
ham,Well I'm going to be an aunty!
ham,Mine here like all fr china then so noisy.
ham,Later i guess. I needa do mcat study too.
ham,S...from the training manual it show there is ...
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto...
ham,Spoke with uncle john today. He strongly feels...
ham,If he started searching he will get job in few...
ham,"Carlos took a while (again), we leave in a minute"
ham,Well done and ! luv ya all
ham,Then why you came to hostel.
